#Feature ID	taxonomy	Confidence
fa5aa40582d1cabb3597eee99dbde825	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Idiomarinaceae; g__Idiomarina; s__Pseudidiomarina_marina	0.9510169832015226
60c8dcf3be391f57e0d5df5dd8bde939	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae	0.8947774705653666
eb4537336575bab9cae2b9beb61233d3	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Terribacillus	0.9995239220369331
590ad5e53e7b085a9f882ca9f937840b	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.9972279962518982
692bbee49a04fa6f5285c6c8055f2079	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Delftia	0.9916351006774369
66082108842624b83aa3bfbb19c34147	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Pseudonocardiales; f__Pseudonocardiaceae; g__Saccharopolyspora; s__Saccharopolyspora_sp.	0.7705457558349998
cdb25dfc9cdcff98d78cd5e43afe78e6	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium; s__[Pseudomonas]_geniculata	0.7072699854436781
4266a4d07ae0e6437a5aa495b783511c	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae	0.9999924566903917
c82b43dfa782929f3020e3194497ab70	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.9871960406191428
4ed1b9cc97df2c6b557a0c84fad9c7dc	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Colwelliaceae; g__Colwellia	0.9999552176549572
5b158d193b1d46ed2ca6785712503611	d__Bacteria; p__Firmicutes; c__Bacilli; o__Exiguobacterales; f__Exiguobacteraceae; g__Exiguobacterium	0.9999993547342814
e3a4b2021d98932222a418f2e4620268	d__Archaea; p__Halobacterota; c__Methanosarcinia; o__Methanosarciniales; f__Methanosarcinaceae; g__Methanococcoides; s__uncultured_Methanococcoides	0.9386168793750083
ec84ebceb6bfe1756188270936ed55f9	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.9995520681648637
4b1dd8e476f4b6a359502ec933987de9	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas	0.9998318717966279
b3069dda6af97fce7dd4ad3be0380a83	d__Bacteria; p__Caldatribacteriota; c__JS1; o__JS1; f__JS1; g__JS1	0.999999999866924
3b7845082ca76f6856aa17cf5f27cab3	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales; f__Geodermatophilaceae; g__Blastococcus	0.9012480673152394
647dd85e0d9ba8e0e0fe429451908a6a	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.9996589703254909
12be7e8326265f72620c706dcbc31e9c	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides	0.9999315556179509
aa0755cbf542e0c84a085fb6779c4836	d__Bacteria; p__SAR324_clade(Marine_group_B); c__SAR324_clade(Marine_group_B); o__SAR324_clade(Marine_group_B); f__SAR324_clade(Marine_group_B); g__SAR324_clade(Marine_group_B); s__hydrothermal_vent	0.7282898193588633
c9d3c118cc767eebdd52203e388ad3a8	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium	0.9838748383365975
5f0a4d8a9e87c05403a180708ddb94a4	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Halomonadaceae; g__Halomonas	0.9936303264203715
171118566214711ea19b7708be370f74	d__Bacteria; p__Caldatribacteriota; c__JS1; o__JS1; f__JS1; g__JS1; s__uncultured_bacterium	0.84365488324912
3f78cdba3a07e4add2135221f8a61f0a	d__Bacteria; p__Desulfobacterota; c__Dissulfuribacteria; o__Dissulfuribacterales; f__Dissulfuribacteraceae; g__SEEP-SRB2	0.7184422645660016
1c09230a31a0e0d88e00d39bbe47c3ad	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__FW22; f__FW22; g__FW22; s__uncultured_bacterium	0.961278458144959
9c18025637431cd352fe3d76c731999a	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__S085; f__S085; g__S085; s__uncultured_bacterium	0.8765306093056255
b768f7f8436f7f3a245004718918d965	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Ralstonia; s__Ralstonia_mannitolilytica	0.7970856812641074
867d69340f71300f52c1c387242422db	d__Bacteria; p__Caldatribacteriota; c__JS1; o__JS1; f__JS1; g__JS1; s__uncultured_bacterium	0.8663805655581623
3d5a7a6370b5c837a62d0bf799bf50b8	d__Bacteria; p__Caldatribacteriota; c__JS1; o__JS1; f__JS1; g__JS1	0.9999999996781924
27b9dac56c241288cd76f5ad613f3b4c	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfosarcinaceae; g__SEEP-SRB1	0.8812300050523107
cf0230362b06f7a150e73d292dd4fe9e	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Dietziaceae; g__Dietzia	0.999028656056089
aeb273ddb5acbef72d48ddce104cacf7	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Nocardiaceae; g__Gordonia	0.9835245294455325
af9cac6e7cb3ca73f26ae505034a1a6f	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.9957063791755097
a5c32950118c8155a86981bdc7c2c122	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Delftia	0.9716889633180973
fa33e4e996256beaaab65e09f8eb7c8a	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Actinomarinales; f__Actinomarinaceae; g__Candidatus_Actinomarina	0.9999999998390785
e4c9d6023c4f5da7c1986640f83cb53c	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Halomonadaceae; g__Halomonas	0.9941458959371579
26cded71984b68f81674a0b5696c4892	d__Bacteria; p__Acidobacteriota; c__Aminicenantia; o__Aminicenantales; f__Aminicenantales; g__Aminicenantales; s__uncultured_bacterium	0.9437984783458513
f4ccf826ca062f2967d248f4c8847eb3	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__uncultured; s__uncultured_organism	0.987360963834743
